model_name,method,train_env,test_env,config,params,nmse_mean,nmse_std,n_seeds,nmse_values
Hybrid_RMa_p200_r20,Hybrid,RMa,InF,p200_r20,123904,-16.5882,0.5773,5,"[-16.68740463256836, -16.653377532958984, -16.038585662841797, -17.46725845336914, -16.09417152404785]"
Hybrid_RMa_p200_r20,Hybrid,RMa,InH,p200_r20,123904,-15.5478,1.1688,5,"[-16.531517028808594, -16.180402755737305, -16.475202560424805, -14.299823760986328, -14.25192928314209]"
Hybrid_RMa_p200_r20,Hybrid,RMa,UMi,p200_r20,123904,-14.5304,0.6996,5,"[-15.344011306762695, -14.985111236572266, -14.288137435913086, -14.519362449645996, -13.515378952026367]"
Hybrid_RMa_p200_r20,Hybrid,RMa,UMa,p200_r20,123904,-12.2410,2.9082,5,"[-13.274192810058594, -14.741135597229004, -7.466213226318359, -11.64865493774414, -14.07463550567627]"
Hybrid_RMa_p200_r20,Hybrid,RMa,RMa,p200_r20,123904,-19.2792,4.0891,5,"[-20.378847122192383, -21.756046295166016, -12.879470825195312, -17.989131927490234, -23.39246940612793]"
Hybrid_RMa_p25_r2,Hybrid,RMa,InF,p25_r2,12752,-17.4741,0.4530,5,"[-17.78040313720703, -17.376510620117188, -16.963783264160156, -18.078487396240234, -17.1711368560791]"
Hybrid_RMa_p25_r2,Hybrid,RMa,InH,p25_r2,12752,-16.4738,1.1457,5,"[-17.435434341430664, -17.208454132080078, -17.2807674407959, -15.249285697937012, -15.194841384887695]"
Hybrid_RMa_p25_r2,Hybrid,RMa,UMi,p25_r2,12752,-15.5505,0.8064,5,"[-16.454198837280273, -15.813663482666016, -16.046579360961914, -14.926345825195312, -14.511560440063477]"
Hybrid_RMa_p25_r2,Hybrid,RMa,UMa,p25_r2,12752,-13.0113,2.9680,5,"[-14.335328102111816, -15.263280868530273, -8.234237670898438, -12.051431655883789, -15.172406196594238]"
Hybrid_RMa_p25_r2,Hybrid,RMa,RMa,p25_r2,12752,-19.0085,4.0079,5,"[-19.967525482177734, -21.000452041625977, -12.69527530670166, -18.057605743408203, -23.32168960571289]"
Hybrid_RMa_p300_r25,Hybrid,RMa,InF,p300_r25,161280,-16.4879,0.5378,5,"[-16.430166244506836, -16.320518493652344, -16.174776077270508, -17.421470642089844, -16.092748641967773]"
Hybrid_RMa_p300_r25,Hybrid,RMa,InH,p300_r25,161280,-15.5024,1.2742,5,"[-16.286724090576172, -16.564123153686523, -16.422260284423828, -14.319819450378418, -13.91894817352295]"
Hybrid_RMa_p300_r25,Hybrid,RMa,UMi,p300_r25,161280,-14.3420,0.4831,5,"[-14.759244918823242, -14.883598327636719, -13.934690475463867, -14.338190078735352, -13.794256210327148]"
Hybrid_RMa_p300_r25,Hybrid,RMa,UMa,p300_r25,161280,-12.0507,2.9209,5,"[-12.568178176879883, -14.54592514038086, -7.319561958312988, -11.536503791809082, -14.283315658569336]"
Hybrid_RMa_p300_r25,Hybrid,RMa,RMa,p300_r25,161280,-19.1933,4.0003,5,"[-20.353830337524414, -21.590057373046875, -12.877325057983398, -18.001420974731445, -23.143882751464844]"
Hybrid_RMa_p50_r10,Hybrid,RMa,InF,p50_r10,55552,-18.3507,0.3594,5,"[-18.218364715576172, -18.23798370361328, -18.138301849365234, -18.989694595336914, -18.169025421142578]"
Hybrid_RMa_p50_r10,Hybrid,RMa,InH,p50_r10,55552,-17.5156,1.3218,5,"[-18.339523315429688, -18.69879913330078, -18.33678436279297, -16.44439125061035, -15.758466720581055]"
Hybrid_RMa_p50_r10,Hybrid,RMa,UMi,p50_r10,55552,-16.1574,0.5449,5,"[-16.595510482788086, -16.815671920776367, -15.873844146728516, -15.475826263427734, -16.02595329284668]"
Hybrid_RMa_p50_r10,Hybrid,RMa,UMa,p50_r10,55552,-13.1186,3.4441,5,"[-13.804952621459961, -15.54069995880127, -7.8033833503723145, -11.939135551452637, -16.504894256591797]"
Hybrid_RMa_p50_r10,Hybrid,RMa,RMa,p50_r10,55552,-18.8703,3.7824,5,"[-19.86929702758789, -21.08193588256836, -12.829728126525879, -17.95659637451172, -22.613872528076172]"
Hybrid_RMa_p50_r5,Hybrid,RMa,InF,p50_r5,30230,-18.0742,0.3640,5,"[-18.14771270751953, -17.966983795166016, -17.754438400268555, -18.66834259033203, -17.8336181640625]"
Hybrid_RMa_p50_r5,Hybrid,RMa,InH,p50_r5,30230,-17.2408,1.1832,5,"[-17.886314392089844, -18.396041870117188, -17.98978042602539, -16.100643157958984, -15.831005096435547]"
Hybrid_RMa_p50_r5,Hybrid,RMa,UMi,p50_r5,30230,-15.9422,0.5970,5,"[-16.415332794189453, -16.666568756103516, -15.901061058044434, -15.306306838989258, -15.421630859375]"
Hybrid_RMa_p50_r5,Hybrid,RMa,UMa,p50_r5,30230,-13.0406,3.2604,5,"[-13.826286315917969, -15.647282600402832, -7.926101207733154, -11.969294548034668, -15.834015846252441]"
Hybrid_RMa_p50_r5,Hybrid,RMa,RMa,p50_r5,30230,-18.9784,3.9319,5,"[-19.896038055419922, -21.02484703063965, -12.754916191101074, -18.081832885742188, -23.134578704833984]"
Hybrid_RMa_p75_r8,Hybrid,RMa,InF,p75_r8,48896,-17.7421,0.4705,5,"[-17.806018829345703, -17.650341033935547, -17.345932006835938, -18.513643264770508, -17.394567489624023]"
Hybrid_RMa_p75_r8,Hybrid,RMa,InH,p75_r8,48896,-16.7411,1.2353,5,"[-17.39681625366211, -17.807222366333008, -17.68496322631836, -15.624425888061523, -15.192058563232422]"
Hybrid_RMa_p75_r8,Hybrid,RMa,UMi,p75_r8,48896,-15.5373,0.6665,5,"[-16.337581634521484, -16.10865020751953, -15.404556274414062, -15.029644012451172, -14.806234359741211]"
Hybrid_RMa_p75_r8,Hybrid,RMa,UMa,p75_r8,48896,-12.8125,3.1617,5,"[-13.875221252441406, -15.321749687194824, -7.789844512939453, -11.765480995178223, -15.309955596923828]"
Hybrid_RMa_p75_r8,Hybrid,RMa,RMa,p75_r8,48896,-19.0808,3.9409,5,"[-20.15749740600586, -21.52846336364746, -12.805889129638672, -18.02581024169922, -22.886579513549805]"
Hybrid_UMa_p100_r10,Hybrid,UMa,InF,p100_r10,61952,-19.5789,0.1841,5,"[-19.521976470947266, -19.88970184326172, -19.39708709716797, -19.53994369506836, -19.545650482177734]"
Hybrid_UMa_p100_r10,Hybrid,UMa,InH,p100_r10,61952,-19.6053,0.3246,5,"[-19.886831283569336, -19.978057861328125, -19.21438980102539, -19.38458251953125, -19.562602996826172]"
Hybrid_UMa_p100_r10,Hybrid,UMa,UMi,p100_r10,61952,-18.8783,0.9956,5,"[-19.732141494750977, -19.646846771240234, -19.416444778442383, -17.693971633911133, -17.902130126953125]"
Hybrid_UMa_p100_r10,Hybrid,UMa,UMa,p100_r10,61952,-14.9085,3.8239,5,"[-16.54971694946289, -17.540122985839844, -9.183856010437012, -12.891721725463867, -18.37692642211914]"
Hybrid_UMa_p100_r10,Hybrid,UMa,RMa,p100_r10,61952,-16.9665,2.9696,5,"[-17.282058715820312, -18.807861328125, -11.897845268249512, -17.459226608276367, -19.385290145874023]"
Hybrid_UMa_p100_r5,Hybrid,UMa,InF,p100_r5,36630,-19.5252,0.1746,5,"[-19.49394416809082, -19.828937530517578, -19.385093688964844, -19.445703506469727, -19.47229766845703]"
Hybrid_UMa_p100_r5,Hybrid,UMa,InH,p100_r5,36630,-19.5202,0.2254,5,"[-19.589155197143555, -19.78483009338379, -19.179157257080078, -19.44632339477539, -19.601715087890625]"
Hybrid_UMa_p100_r5,Hybrid,UMa,UMi,p100_r5,36630,-18.8561,0.8485,5,"[-19.566787719726562, -19.519664764404297, -19.322154998779297, -17.827369689941406, -18.04447364807129]"
Hybrid_UMa_p100_r5,Hybrid,UMa,UMa,p100_r5,36630,-14.9322,3.8488,5,"[-16.489810943603516, -17.458696365356445, -9.149925231933594, -12.991362571716309, -18.57122230529785]"
Hybrid_UMa_p100_r5,Hybrid,UMa,RMa,p100_r5,36630,-16.8342,2.8590,5,"[-17.164051055908203, -18.842424392700195, -11.901548385620117, -17.477083206176758, -18.785764694213867]"
Hybrid_UMa_p150_r15,Hybrid,UMa,InF,p150_r15,92672,-19.5707,0.1932,5,"[-19.47879409790039, -19.90538787841797, -19.413921356201172, -19.54450798034668, -19.51089859008789]"
Hybrid_UMa_p150_r15,Hybrid,UMa,InH,p150_r15,92672,-19.5558,0.2756,5,"[-19.75484848022461, -19.894756317138672, -19.21377944946289, -19.376861572265625, -19.538991928100586]"
Hybrid_UMa_p150_r15,Hybrid,UMa,UMi,p150_r15,92672,-18.8776,0.9015,5,"[-19.642032623291016, -19.568235397338867, -19.380416870117188, -17.798215866088867, -17.99907112121582]"
Hybrid_UMa_p150_r15,Hybrid,UMa,UMa,p150_r15,92672,-14.9203,3.8326,5,"[-16.47629165649414, -17.502840042114258, -9.184185028076172, -12.936380386352539, -18.501758575439453]"
Hybrid_UMa_p150_r15,Hybrid,UMa,RMa,p150_r15,92672,-16.9544,2.9655,5,"[-17.33601951599121, -18.916994094848633, -11.873361587524414, -17.423500061035156, -19.222183227539062]"
Hybrid_UMa_p200_r20,Hybrid,UMa,InF,p200_r20,123904,-19.5942,0.1730,5,"[-19.532798767089844, -19.871448516845703, -19.398193359375, -19.5693302154541, -19.5991153717041]"
Hybrid_UMa_p200_r20,Hybrid,UMa,InH,p200_r20,123904,-19.5730,0.3013,5,"[-19.87989044189453, -19.887182235717773, -19.21107292175293, -19.389726638793945, -19.497238159179688]"
Hybrid_UMa_p200_r20,Hybrid,UMa,UMi,p200_r20,123904,-18.9140,0.9077,5,"[-19.71524429321289, -19.574716567993164, -19.411840438842773, -17.776840209960938, -18.091590881347656]"
Hybrid_UMa_p200_r20,Hybrid,UMa,UMa,p200_r20,123904,-14.9466,3.8447,5,"[-16.498659133911133, -17.479917526245117, -9.199531555175781, -12.9585542678833, -18.596162796020508]"
Hybrid_UMa_p200_r20,Hybrid,UMa,RMa,p200_r20,123904,-16.9330,2.9480,5,"[-17.29105567932129, -18.83266258239746, -11.890077590942383, -17.39969253540039, -19.251659393310547]"
Hybrid_UMa_p25_r2,Hybrid,UMa,InF,p25_r2,12752,-19.4907,0.1689,5,"[-19.470012664794922, -19.775400161743164, -19.33323860168457, -19.469810485839844, -19.40486717224121]"
Hybrid_UMa_p25_r2,Hybrid,UMa,InH,p25_r2,12752,-19.4430,0.1922,5,"[-19.517648696899414, -19.72870635986328, -19.222658157348633, -19.339473724365234, -19.40658187866211]"
Hybrid_UMa_p25_r2,Hybrid,UMa,UMi,p25_r2,12752,-18.8772,0.9023,5,"[-19.49966812133789, -19.674354553222656, -19.413002014160156, -17.768455505371094, -18.03046417236328]"
Hybrid_UMa_p25_r2,Hybrid,UMa,UMa,p25_r2,12752,-14.9069,3.8306,5,"[-16.429317474365234, -17.539100646972656, -9.15742015838623, -12.954707145690918, -18.453914642333984]"
Hybrid_UMa_p25_r2,Hybrid,UMa,RMa,p25_r2,12752,-16.9122,2.8357,5,"[-17.23938751220703, -18.965381622314453, -12.018141746520996, -17.56429672241211, -18.773723602294922]"
Hybrid_UMa_p300_r25,Hybrid,UMa,InF,p300_r25,161280,-19.7230,0.1900,5,"[-19.647790908813477, -20.040145874023438, -19.53343391418457, -19.716812133789062, -19.676681518554688]"
Hybrid_UMa_p300_r25,Hybrid,UMa,InH,p300_r25,161280,-19.7384,0.3312,5,"[-20.06483268737793, -20.108436584472656, -19.389427185058594, -19.48386001586914, -19.645641326904297]"
Hybrid_UMa_p300_r25,Hybrid,UMa,UMi,p300_r25,161280,-18.9675,0.9273,5,"[-19.853017807006836, -19.562694549560547, -19.477142333984375, -17.798555374145508, -18.146055221557617]"
Hybrid_UMa_p300_r25,Hybrid,UMa,UMa,p300_r25,161280,-14.9692,3.8648,5,"[-16.5849609375, -17.404720306396484, -9.187763214111328, -12.980812072753906, -18.687650680541992]"
Hybrid_UMa_p300_r25,Hybrid,UMa,RMa,p300_r25,161280,-16.9971,3.0460,5,"[-17.22545051574707, -18.85772132873535, -11.844548225402832, -17.443470001220703, -19.614208221435547]"
Hybrid_UMa_p50_r10,Hybrid,UMa,InF,p50_r10,55552,-19.5595,0.1824,5,"[-19.500080108642578, -19.871551513671875, -19.389989852905273, -19.520910263061523, -19.515087127685547]"
Hybrid_UMa_p50_r10,Hybrid,UMa,InH,p50_r10,55552,-19.5613,0.2314,5,"[-19.72707748413086, -19.833866119384766, -19.27852439880371, -19.38251495361328, -19.584333419799805]"
Hybrid_UMa_p50_r10,Hybrid,UMa,UMi,p50_r10,55552,-18.8908,0.8810,5,"[-19.607223510742188, -19.583805084228516, -19.39132308959961, -17.80098533630371, -18.070598602294922]"
Hybrid_UMa_p50_r10,Hybrid,UMa,UMa,p50_r10,55552,-14.9212,3.8415,5,"[-16.477542877197266, -17.484695434570312, -9.172517776489258, -12.937515258789062, -18.533859252929688]"
Hybrid_UMa_p50_r10,Hybrid,UMa,RMa,p50_r10,55552,-16.8938,2.9005,5,"[-17.144563674926758, -18.869611740112305, -11.923493385314941, -17.485916137695312, -19.045562744140625]"
Hybrid_UMa_p50_r5,Hybrid,UMa,InF,p50_r5,30230,-19.4623,0.1950,5,"[-19.385353088378906, -19.80469512939453, -19.31510353088379, -19.393150329589844, -19.413122177124023]"
Hybrid_UMa_p50_r5,Hybrid,UMa,InH,p50_r5,30230,-19.4237,0.2326,5,"[-19.491544723510742, -19.709657669067383, -19.089168548583984, -19.319332122802734, -19.508563995361328]"
Hybrid_UMa_p50_r5,Hybrid,UMa,UMi,p50_r5,30230,-18.8798,0.8609,5,"[-19.577810287475586, -19.535385131835938, -19.39459228515625, -17.809295654296875, -18.082063674926758]"
Hybrid_UMa_p50_r5,Hybrid,UMa,UMa,p50_r5,30230,-14.9228,3.8433,5,"[-16.493898391723633, -17.46310043334961, -9.150605201721191, -12.97243595123291, -18.533964157104492]"
Hybrid_UMa_p50_r5,Hybrid,UMa,RMa,p50_r5,30230,-16.8324,2.8240,5,"[-17.117948532104492, -18.82279396057129, -11.953653335571289, -17.556638717651367, -18.7109375]"
Hybrid_UMa_p75_r8,Hybrid,UMa,InF,p75_r8,48896,-19.5488,0.2074,5,"[-19.46588134765625, -19.913007736206055, -19.391326904296875, -19.479591369628906, -19.494007110595703]"
Hybrid_UMa_p75_r8,Hybrid,UMa,InH,p75_r8,48896,-19.5774,0.2626,5,"[-19.761579513549805, -19.86023712158203, -19.200119018554688, -19.444305419921875, -19.62051010131836]"
Hybrid_UMa_p75_r8,Hybrid,UMa,UMi,p75_r8,48896,-18.9043,0.8998,5,"[-19.72934913635254, -19.555795669555664, -19.376070022583008, -17.85070037841797, -18.009536743164062]"
Hybrid_UMa_p75_r8,Hybrid,UMa,UMa,p75_r8,48896,-14.9376,3.8473,5,"[-16.52665138244629, -17.490633010864258, -9.162481307983398, -12.972149848937988, -18.53583526611328]"
Hybrid_UMa_p75_r8,Hybrid,UMa,RMa,p75_r8,48896,-16.9040,2.8880,5,"[-17.185081481933594, -18.777740478515625, -11.949448585510254, -17.495954513549805, -19.111915588378906]"
Hybrid_UMi_p100_r10,Hybrid,UMi,InF,p100_r10,61952,-19.2058,0.1589,5,"[-19.146677017211914, -19.484859466552734, -19.131179809570312, -19.091035842895508, -19.175296783447266]"
Hybrid_UMi_p100_r10,Hybrid,UMi,InH,p100_r10,61952,-19.2938,0.2239,5,"[-19.468982696533203, -19.386062622070312, -18.902000427246094, -19.361854553222656, -19.35000228881836]"
Hybrid_UMi_p100_r10,Hybrid,UMi,UMi,p100_r10,61952,-18.8516,0.8463,5,"[-19.566816329956055, -19.49355125427246, -19.31525230407715, -17.755367279052734, -18.127132415771484]"
Hybrid_UMi_p100_r10,Hybrid,UMi,UMa,p100_r10,61952,-13.5351,4.4777,5,"[-15.004935264587402, -16.44568634033203, -6.956684589385986, -11.17901611328125, -18.089237213134766]"
Hybrid_UMi_p100_r10,Hybrid,UMi,RMa,p100_r10,61952,-14.4224,3.9914,5,"[-15.079461097717285, -17.416471481323242, -8.132214546203613, -13.367088317871094, -18.11673355102539]"
Hybrid_UMi_p100_r5,Hybrid,UMi,InF,p100_r5,36630,-19.2191,0.1623,5,"[-19.186111450195312, -19.505918502807617, -19.134056091308594, -19.117433547973633, -19.152137756347656]"
Hybrid_UMi_p100_r5,Hybrid,UMi,InH,p100_r5,36630,-19.2608,0.2034,5,"[-19.412750244140625, -19.328907012939453, -18.903100967407227, -19.31545066833496, -19.34364128112793]"
Hybrid_UMi_p100_r5,Hybrid,UMi,UMi,p100_r5,36630,-18.7880,0.8690,5,"[-19.487144470214844, -19.48560333251953, -19.262910842895508, -17.66703224182129, -18.03744125366211]"
Hybrid_UMi_p100_r5,Hybrid,UMi,UMa,p100_r5,36630,-14.1312,4.1547,5,"[-15.697025299072266, -16.901865005493164, -7.957570552825928, -11.958183288574219, -18.141403198242188]"
Hybrid_UMi_p100_r5,Hybrid,UMi,RMa,p100_r5,36630,-15.3476,3.4212,5,"[-15.826644897460938, -17.886890411376953, -9.784582138061523, -14.894264221191406, -18.345691680908203]"
Hybrid_UMi_p150_r15,Hybrid,UMi,InF,p150_r15,92672,-19.1767,0.1775,5,"[-19.074485778808594, -19.493202209472656, -19.10552215576172, -19.099557876586914, -19.110645294189453]"
Hybrid_UMi_p150_r15,Hybrid,UMi,InH,p150_r15,92672,-19.2316,0.2144,5,"[-19.397642135620117, -19.314908981323242, -18.855802536010742, -19.302576065063477, -19.28701400756836]"
Hybrid_UMi_p150_r15,Hybrid,UMi,UMi,p150_r15,92672,-18.8144,0.8935,5,"[-19.579517364501953, -19.494213104248047, -19.289594650268555, -17.659225463867188, -18.04932403564453]"
Hybrid_UMi_p150_r15,Hybrid,UMi,UMa,p150_r15,92672,-13.3946,4.4762,5,"[-14.84216594696045, -16.374052047729492, -6.797732830047607, -11.066368103027344, -17.89259910583496]"
Hybrid_UMi_p150_r15,Hybrid,UMi,RMa,p150_r15,92672,-14.3119,4.0514,5,"[-14.955963134765625, -17.339069366455078, -8.006389617919922, -13.094335556030273, -18.163543701171875]"
Hybrid_UMi_p200_r20,Hybrid,UMi,InF,p200_r20,123904,-19.0761,0.1693,5,"[-18.982221603393555, -19.37822151184082, -18.997390747070312, -19.009855270385742, -19.012863159179688]"
Hybrid_UMi_p200_r20,Hybrid,UMi,InH,p200_r20,123904,-19.1815,0.2159,5,"[-19.373193740844727, -19.2182674407959, -18.811012268066406, -19.274145126342773, -19.23105239868164]"
Hybrid_UMi_p200_r20,Hybrid,UMi,UMi,p200_r20,123904,-18.7078,0.9021,5,"[-19.45122528076172, -19.389360427856445, -19.233707427978516, -17.561790466308594, -17.90281867980957]"
Hybrid_UMi_p200_r20,Hybrid,UMi,UMa,p200_r20,123904,-12.6307,4.7304,5,"[-13.921167373657227, -15.783674240112305, -5.720472812652588, -10.18256950378418, -17.545543670654297]"
Hybrid_UMi_p200_r20,Hybrid,UMi,RMa,p200_r20,123904,-13.4627,4.4121,5,"[-14.134397506713867, -16.77664566040039, -6.7809038162231445, -11.798171043395996, -17.82354164123535]"
Hybrid_UMi_p25_r2,Hybrid,UMi,InF,p25_r2,12752,-19.3100,0.1624,5,"[-19.259260177612305, -19.595016479492188, -19.20977020263672, -19.206344604492188, -19.279762268066406]"
Hybrid_UMi_p25_r2,Hybrid,UMi,InH,p25_r2,12752,-19.3792,0.2419,5,"[-19.618532180786133, -19.513946533203125, -18.986469268798828, -19.342418670654297, -19.434555053710938]"
Hybrid_UMi_p25_r2,Hybrid,UMi,UMi,p25_r2,12752,-18.8656,0.8611,5,"[-19.56943702697754, -19.578201293945312, -19.304996490478516, -17.783422470092773, -18.09195327758789]"
Hybrid_UMi_p25_r2,Hybrid,UMi,UMa,p25_r2,12752,-14.3097,4.1662,5,"[-15.792756080627441, -17.11049461364746, -7.993584632873535, -12.374124526977539, -18.27771759033203]"
Hybrid_UMi_p25_r2,Hybrid,UMi,RMa,p25_r2,12752,-15.6906,3.3600,5,"[-16.076501846313477, -18.188522338867188, -10.14968490600586, -15.512962341308594, -18.52550506591797]"
Hybrid_UMi_p300_r25,Hybrid,UMi,InF,p300_r25,161280,-19.0632,0.1820,5,"[-18.967161178588867, -19.387540817260742, -18.974821090698242, -18.979373931884766, -19.006938934326172]"
Hybrid_UMi_p300_r25,Hybrid,UMi,InH,p300_r25,161280,-19.1390,0.1988,5,"[-19.29953384399414, -19.255966186523438, -18.798654556274414, -19.151180267333984, -19.189743041992188]"
Hybrid_UMi_p300_r25,Hybrid,UMi,UMi,p300_r25,161280,-18.6855,0.8896,5,"[-19.428030014038086, -19.376466751098633, -19.173721313476562, -17.563316345214844, -17.886064529418945]"
Hybrid_UMi_p300_r25,Hybrid,UMi,UMa,p300_r25,161280,-12.2262,4.8827,5,"[-13.420681953430176, -15.453187942504883, -5.157774925231934, -9.673164367675781, -17.42636489868164]"
Hybrid_UMi_p300_r25,Hybrid,UMi,RMa,p300_r25,161280,-12.9762,4.6191,5,"[-13.624408721923828, -16.31785774230957, -6.105240821838379, -11.07053279876709, -17.763208389282227]"
Hybrid_UMi_p50_r10,Hybrid,UMi,InF,p50_r10,55552,-19.2777,0.1558,5,"[-19.19670295715332, -19.554479598999023, -19.203922271728516, -19.19357681274414, -19.239633560180664]"
Hybrid_UMi_p50_r10,Hybrid,UMi,InH,p50_r10,55552,-19.3501,0.1916,5,"[-19.474355697631836, -19.4893856048584, -19.021760940551758, -19.414714813232422, -19.3504638671875]"
Hybrid_UMi_p50_r10,Hybrid,UMi,UMi,p50_r10,55552,-18.8551,0.8841,5,"[-19.556446075439453, -19.57973861694336, -19.333454132080078, -17.71933364868164, -18.086685180664062]"
Hybrid_UMi_p50_r10,Hybrid,UMi,UMa,p50_r10,55552,-13.7449,4.3477,5,"[-15.214009284973145, -16.710039138793945, -7.261475563049316, -11.566154479980469, -17.97296714782715]"
Hybrid_UMi_p50_r10,Hybrid,UMi,RMa,p50_r10,55552,-14.8710,3.8469,5,"[-15.524459838867188, -17.73508644104004, -8.776923179626465, -13.911299705505371, -18.40727996826172]"
Hybrid_UMi_p50_r5,Hybrid,UMi,InF,p50_r5,30230,-19.2291,0.1525,5,"[-19.18120574951172, -19.493534088134766, -19.14434051513672, -19.113460540771484, -19.212968826293945]"
Hybrid_UMi_p50_r5,Hybrid,UMi,InH,p50_r5,30230,-19.2863,0.2043,5,"[-19.452871322631836, -19.389923095703125, -18.932708740234375, -19.33193016052246, -19.324134826660156]"
Hybrid_UMi_p50_r5,Hybrid,UMi,UMi,p50_r5,30230,-18.8668,0.8644,5,"[-19.600698471069336, -19.587011337280273, -19.24933624267578, -17.72686004638672, -18.169862747192383]"
Hybrid_UMi_p50_r5,Hybrid,UMi,UMa,p50_r5,30230,-14.2292,4.1781,5,"[-15.814922332763672, -16.988128662109375, -8.041984558105469, -12.010201454162598, -18.290531158447266]"
Hybrid_UMi_p50_r5,Hybrid,UMi,RMa,p50_r5,30230,-15.4281,3.3790,5,"[-15.90817928314209, -17.91739845275879, -9.927108764648438, -14.994006156921387, -18.393630981445312]"
Hybrid_UMi_p75_r8,Hybrid,UMi,InF,p75_r8,48896,-19.3375,0.1376,5,"[-19.29523277282715, -19.578536987304688, -19.241901397705078, -19.259979248046875, -19.31175422668457]"
Hybrid_UMi_p75_r8,Hybrid,UMi,InH,p75_r8,48896,-19.3788,0.2183,5,"[-19.57281494140625, -19.501293182373047, -19.009382247924805, -19.410816192626953, -19.39958381652832]"
Hybrid_UMi_p75_r8,Hybrid,UMi,UMi,p75_r8,48896,-18.9163,0.9073,5,"[-19.710506439208984, -19.584903717041016, -19.406919479370117, -17.757610321044922, -18.121726989746094]"
Hybrid_UMi_p75_r8,Hybrid,UMi,UMa,p75_r8,48896,-13.7493,4.4338,5,"[-15.323822021484375, -16.63766098022461, -7.168832778930664, -11.471442222595215, -18.144800186157227]"
Hybrid_UMi_p75_r8,Hybrid,UMi,RMa,p75_r8,48896,-14.8379,3.8746,5,"[-15.39636516571045, -17.799848556518555, -8.706790924072266, -13.911004066467285, -18.375503540039062]"
Base,Base,Base,InF,base,0,-19.3389,0.1710,5,"[-19.284500122070312, -19.63943099975586, -19.210601806640625, -19.29126739501953, -19.268707275390625]"
Base,Base,Base,InH,base,0,-19.3194,0.2219,5,"[-19.534847259521484, -19.5675106048584, -19.06471061706543, -19.181669235229492, -19.248214721679688]"
Base,Base,Base,UMi,base,0,-18.6755,0.9256,5,"[-19.497692108154297, -19.345720291137695, -19.185909271240234, -17.540876388549805, -17.80706024169922]"
Base,Base,Base,UMa,base,0,-14.7501,3.7769,5,"[-16.353012084960938, -17.37908935546875, -9.08372688293457, -12.780117988586426, -18.154544830322266]"
Base,Base,Base,RMa,base,0,-16.9612,2.7334,5,"[-17.20756721496582, -18.714128494262695, -12.232145309448242, -17.75050926208496, -18.901859283447266]"
